path,config_id,class,config_json,leaf,params,macs,input_kind,input_shapes,out_shapes,count,lat_mean_ms,lat_median_ms,lat_std_ms
model.2.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,2352,,tensor,"[[1, 16, 120, 160]]","[[1, 16, 120, 160]]",7,6.7614,6.5748,0.3804
model.2.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,1168,,tensor,"[[1, 16, 120, 160]]","[[1, 8, 120, 160]]",7,2.505,2.5149,0.0735
model.2.m.0.cv1.conv,e934310951000623,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 8, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,22118400,tensor,"[[1, 16, 120, 160]]","[[1, 8, 120, 160]]",7,2.1839,2.1829,0.0647
model.2.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,1184,,tensor,"[[1, 8, 120, 160]]","[[1, 16, 120, 160]]",7,3.6737,3.6076,0.379
model.2.m.0.cv2.conv,ffc6121a7de1ac0e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 8, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,22118400,tensor,"[[1, 8, 120, 160]]","[[1, 16, 120, 160]]",7,3.1131,3.0316,0.3599
model.3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",7,8.5,8.6838,0.4847
model.3.conv,d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",True,36864,176947200,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",7,7.9322,8.1602,0.4687
model.4,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,26080,,tensor,"[[1, 64, 60, 80]]","[[1, 128, 60, 80]]",7,14.9095,14.8753,0.3647
model.4.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",7,3.621,3.6421,0.3789
model.4.cv1.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,19660800,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",7,3.0963,3.1153,0.3678
model.4.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,12544,,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",7,6.9606,6.7081,0.4296
model.4.cv2.conv,74724123eebe9ad5,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,12288,58982400,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",7,5.8724,5.7089,0.346
model.4.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,9312,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",7,3.639,3.7371,0.2958
model.4.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4640,,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",7,1.6536,1.4175,0.3571
model.4.m.0.cv1.conv,04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",7,1.4589,1.2161,0.3546
model.4.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4672,,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",7,1.6462,1.5877,0.1613
model.4.m.0.cv2.conv,58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",7,1.2609,1.2603,0.0277
model.5,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,147712,,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",7,5.7296,5.7647,0.1133
model.5.conv,4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",True,147456,176947200,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",7,5.4072,5.4354,0.1025
model.6,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,87040,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",7,10.5838,10.6404,0.2186
model.6.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",7,1.6434,1.6323,0.0396
model.6.cv1.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,19660800,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",7,1.3459,1.3374,0.0399
model.6.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",7,2.5373,2.6346,0.3041
model.6.cv2.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",7,2.1126,2.2279,0.3077
model.6.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,45568,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",7,5.9643,5.8459,0.2307
model.6.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",7,0.8874,0.7706,0.2464
model.6.m.0.cv1.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",7,0.728,0.6208,0.2383
model.6.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",7,0.6194,0.6266,0.0178
model.6.m.0.cv2.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",7,0.487,0.4898,0.0177
model.6.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",7,0.8278,0.7165,0.2345
model.6.m.0.cv3.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,4915200,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",7,0.5799,0.551,0.0629
model.6.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,37120,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,3.4924,3.6192,0.295
model.6.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,2.0692,2.1685,0.2547
model.6.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.9566,0.7786,0.3011
model.6.m.0.m.0.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.732,0.6457,0.2328
model.6.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,1.0308,1.1625,0.2895
model.6.m.0.m.0.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.8791,0.9782,0.2769
model.6.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,1.3819,1.412,0.062
model.6.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.6811,0.6899,0.0374
model.6.m.0.m.1.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.5529,0.5623,0.0366
model.6.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.6348,0.6405,0.0274
model.6.m.0.m.1.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",7,0.5037,0.5151,0.0215
model.7,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,295424,,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",7,3.1925,3.0935,0.2396
model.7.conv,9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",True,294912,88473600,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",7,2.989,2.9051,0.2399
model.8,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,346112,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,9.1859,9.1863,0.3758
model.8.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.4089,1.2147,0.296
model.8.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.1476,1.0421,0.2429
model.8.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,98816,,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",7,1.5601,1.509,0.2018
model.8.cv2.conv,a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,98304,29491200,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",7,1.362,1.2823,0.2055
model.8.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,181248,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,5.9106,5.9439,0.2571
model.8.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",7,0.6325,0.6364,0.0469
model.8.m.0.cv1.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",7,0.4913,0.5068,0.046
model.8.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",7,0.9693,0.8311,0.2621
model.8.m.0.cv2.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",7,0.8321,0.6855,0.2608
model.8.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.7054,0.7133,0.0402
model.8.m.0.cv3.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.5645,0.569,0.0379
model.8.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,147968,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,3.4725,3.6702,0.3543
model.8.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,1.8006,1.7281,0.2673
model.8.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.9111,0.92,0.0303
model.8.m.0.m.0.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.771,0.7769,0.0271
model.8.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.7751,0.6983,0.242
model.8.m.0.m.0.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.6208,0.5257,0.239
model.8.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,1.6351,1.5982,0.2569
model.8.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.8438,0.7781,0.2604
model.8.m.0.m.1.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.7118,0.6485,0.2488
model.8.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.6805,0.6754,0.0436
model.8.m.0.m.1.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",7,0.5274,0.5047,0.0511
model.9,842196f9d110199d,SPPF,"{""class"": ""SPPF""}",False,164608,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,6.6935,6.6512,0.4414
model.9.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33024,,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",7,1.1547,0.9965,0.2779
model.9.cv1.conv,1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",7,0.9166,0.8385,0.2063
model.9.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,131584,,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",7,2.247,2.0347,0.3226
model.9.cv2.conv,c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,131072,39321600,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",7,1.9525,1.7846,0.3004
model.9.m,c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.7994,0.7363,0.1619
model.10,98b0d46b695d1d4c,C2PSA,"{""class"": ""C2PSA""}",False,249728,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,10.2839,10.2447,0.4342
model.10.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.2321,1.2489,0.0266
model.10.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.0515,1.059,0.0217
model.10.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.6271,1.231,0.5998
model.10.cv2.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,1.3036,1.0613,0.3872
model.10.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,7.0028,6.9475,0.7785
model.10.m.0,bef7bcad3cc2e8ea,PSABlock,"{""class"": ""PSABlock""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,6.9795,6.9259,0.7777
model.10.m.0.attn,1329798c563eece5,Attention,"{""class"": ""Attention""}",False,51328,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,4.7151,4.7226,0.622
model.10.m.0.attn.qkv,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",7,1.1621,0.7933,0.6874
model.10.m.0.attn.qkv.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",7,1.1136,0.747,0.6837
model.10.m.0.attn.qkv.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",7,0.0044,0.0044,0.0002
model.10.m.0.attn.proj,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.625,0.6017,0.0892
model.10.m.0.attn.proj.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.5789,0.5538,0.0878
model.10.m.0.attn.proj.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.0045,0.0046,0.0005
model.10.m.0.attn.pe,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,1408,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.8088,0.6351,0.3511
model.10.m.0.attn.pe.conv,d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,345600,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.745,0.5759,0.3427
model.10.m.0.attn.pe.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,0.0056,0.0048,0.0014
model.10.m.0.ffn,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,66304,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",7,2.0133,1.8635,0.4946
model.10.m.0.ffn.0,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",7,1.1657,0.9938,0.3872
model.10.m.0.ffn.0.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",7,0.9119,0.7483,0.3158
