config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 60, 80]]",2.024,1970,1.005,4.894131,3.476292,3.49361,61.5,62.6,2400027136,2400023808,360,False,,
58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 60, 80]]",2.023,1411,1.4016,5.329117,3.911278,5.482034,63.1,63.1,2400023808,2400027136,387,False,,
4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",2.022,1074,1.844,4.662156,3.244317,5.982662,63.1,64.2,2400033792,2400020480,357,False,,
347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.023,4097,0.4827,4.897508,3.47967,1.679698,62.6,63.1,2400023808,2400017408,438,False,,
f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 192, 30, 40]]",2.026,1345,1.4683,5.28851,3.870671,5.683379,63.1,63.7,2400023808,2400023808,392,False,,
4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",2.025,4630,0.4277,4.692226,3.274387,1.400306,63.1,63.1,2400027136,2400020480,430,False,,
bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",2.021,3559,0.5558,5.449727,4.031889,2.240754,64.2,64.2,2400027136,2400020480,425,False,,
9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",2.025,682,2.9063,6.662646,5.244808,15.2428,63.7,65.9,2400020480,2400033792,339,False,,
850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,2216,0.8921,5.357356,3.939517,3.514326,64.2,64.8,2400033792,2400033792,385,False,,
a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 15, 20]]",2.023,1544,1.2827,6.160274,4.742436,6.082992,65.9,66.4,2400030464,2400037120,398,False,,
00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.026,5311,0.3725,4.67798,3.260141,1.214533,64.2,64.8,2400017408,2400020480,430,False,,
7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",2.023,4068,0.4868,5.928604,4.510766,2.19585,63.7,66.4,2400020480,2400020480,414,False,,
1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.022,3088,0.6405,5.343299,3.92546,2.514168,65.3,65.9,2400033792,2400033792,410,False,,
c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 512, 15, 20]]",2.023,1139,1.739,5.869748,4.451909,7.741949,65.3,67.0,2400023808,2400023808,354,False,,
c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",tensor,"[[1, 128, 15, 20]]",2.022,3166,0.6245,4.719014,3.301175,2.061743,66.4,65.9,2400023808,2400033792,494,False,,
5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.022,3038,0.6519,5.107028,3.68919,2.4048,64.8,65.3,2400020480,2400027136,414,False,,
6349974901edc3ae,Identity,"{""class"": ""Identity""}",tensor,"[[1, 128, 15, 20]]",2.025,500213,0.004,2.800744,1.382905,0.005468,63.7,60.9,2400027136,2400027136,58,False,,
d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.022,2020,0.9802,4.742705,3.324867,3.259012,62.0,64.8,2400030464,2400023808,395,False,,
558011dc253c52df,Upsample,"{""class"": ""Upsample""}",tensor,"[[1, 128, 30, 40]]",2.023,6551,0.3022,4.936593,3.518754,1.06333,62.6,65.9,2400033792,2400037120,386,False,,
737abb0106288822,Concat,"{""class"": ""Concat""}",list,"[[1, 128, 15, 20], [1, 256, 15, 20]]",2.022,27341,0.0724,4.240956,2.823118,0.204272,64.8,63.7,2400023808,2400033792,449,False,,
593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 30, 40]]",2.025,759,2.6124,4.370568,2.95273,7.713755,63.1,65.3,2400023808,2400027136,358,False,,
9e4de22a76a0b361,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",2.023,2526,0.7841,6.303744,4.885906,3.830855,65.9,67.0,2400023808,2400033792,417,False,,
6a1d500e1827091d,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",2.022,2329,0.8501,5.312908,3.89507,3.311263,65.3,67.5,2400020480,2400027136,355,False,,
15a5a87053111448,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 60, 80]]",2.023,463,4.277,5.18241,3.764572,16.101107,64.2,64.8,2400030464,2400023808,332,False,,
4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",2.026,741,2.6749,4.035792,2.617954,7.002776,64.8,66.4,2400020480,2400027136,371,False,,
e738866af6faefef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.025,904,2.1909,5.507774,4.089936,8.96079,64.8,67.0,2400020480,2400020480,360,False,,
cb3f2f7786092fa1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,1353,1.4614,6.086567,4.668729,6.823022,66.4,67.0,2400027136,2400023808,382,False,,
28f8a71deb45c071,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 64, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.026,961,2.0607,4.514282,3.096443,6.380954,66.4,64.8,2400023808,2400017408,379,False,,
cc8ea5a806e2feb0,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.028,777,2.5472,4.113917,2.696078,6.867337,65.3,65.3,2400020480,2400033792,368,False,,
bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.023,5955,0.3325,4.587612,3.169773,1.054061,65.3,66.4,2400023808,2400030464,449,False,,
a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.023,5449,0.3634,4.759656,3.341817,1.214384,64.8,65.3,2400033792,2400030464,435,False,,
32e3e6c6f84c211c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.024,2230,0.8868,5.046963,3.629124,3.218487,65.9,65.9,2400027136,2400033792,397,False,,
1f19a8bb82916c1e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 256, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.024,3707,0.5332,4.498105,3.080266,1.642542,64.8,64.8,2400020480,2400020480,421,False,,
5d788137f50eda55,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,3932,0.5031,5.370541,3.952702,1.988494,64.2,67.0,2400017408,2400023808,428,False,,
c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 16, 4, 6300]]",2.024,2481,0.7972,4.778663,3.360824,2.67922,65.9,65.9,2400023808,2400023808,405,False,,
