config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,2300,0.8608,5.236592,3.817228,3.285686,63.1,64.8,2400020480,2400023808,374,False,,
a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 15, 20]]",2.022,1559,1.27,5.751008,4.331643,5.500999,64.8,64.8,2400033792,2400023808,386,False,,
00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.022,5041,0.3928,4.824429,3.405065,1.337642,65.3,64.2,2400033792,2400023808,440,False,,
7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",2.022,4049,0.489,5.96236,4.542996,2.221458,64.2,66.4,2400030464,2400033792,411,False,,
1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.022,3109,0.6369,4.999091,3.579727,2.280035,64.8,64.8,2400017408,2400030464,420,False,,
c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 512, 15, 20]]",2.023,1169,1.6925,5.422645,4.003281,6.775415,64.2,65.9,2400023808,2400020480,354,False,,
c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",tensor,"[[1, 128, 15, 20]]",2.023,3163,0.6253,4.702598,3.283234,2.053006,64.2,65.3,2400017408,2400017408,493,False,,
5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",2.022,2997,0.6606,5.028862,3.609497,2.384439,63.7,64.8,2400030464,2400027136,412,False,,
6349974901edc3ae,Identity,"{""class"": ""Identity""}",tensor,"[[1, 128, 15, 20]]",2.022,490738,0.004,2.80748,1.388116,0.005594,63.7,60.4,2400023808,2400027136,56,False,,
d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.023,2033,0.9736,4.657377,3.238013,3.15262,60.9,63.1,2400023808,2400020480,398,False,,
558011dc253c52df,Upsample,"{""class"": ""Upsample""}",tensor,"[[1, 128, 30, 40]]",2.024,6476,0.3054,5.003841,3.584477,1.094747,62.6,64.8,2400020480,2400027136,382,False,,
737abb0106288822,Concat,"{""class"": ""Concat""}",list,"[[1, 128, 15, 20], [1, 256, 15, 20]]",2.022,25271,0.0782,4.187431,2.768067,0.216493,63.1,63.1,2400027136,2400033792,447,False,,
593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 30, 40]]",2.026,762,2.6015,4.329024,2.90966,7.569575,63.7,64.8,2400033792,2400023808,361,False,,
9e4de22a76a0b361,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",2.023,2528,0.7822,6.290631,4.871267,3.810473,64.2,67.0,2400023808,2400033792,409,False,,
6a1d500e1827091d,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",2.023,2419,0.8182,5.645698,4.226334,3.457976,64.8,66.4,2400020480,2400020480,390,False,,
15a5a87053111448,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 60, 80]]",2.03,469,4.2203,5.241916,3.822552,16.132296,65.9,65.3,2400030464,2400017408,330,False,,
4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",2.024,740,2.6735,4.00166,2.582295,6.903861,64.8,64.8,2400027136,2400023808,367,False,,
e738866af6faefef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.023,911,2.1738,5.443205,4.023841,8.746912,64.8,68.6,2400020480,2400023808,354,False,,
cb3f2f7786092fa1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.024,1308,1.513,5.960822,4.541458,6.871365,68.1,68.1,2400033792,2400027136,392,False,,
28f8a71deb45c071,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 64, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.024,992,1.9963,4.440109,3.020745,6.0304,65.9,66.4,2400020480,2400020480,377,False,,
cc8ea5a806e2feb0,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.026,795,2.4864,4.122223,2.702859,6.720506,65.3,65.3,2400023808,2400027136,368,False,,
bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.026,6160,0.3214,4.609468,3.190104,1.025371,64.2,64.8,2400017408,2400023808,449,False,,
a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.023,5497,0.3602,4.72116,3.301795,1.189302,64.8,65.3,2400023808,2400030464,439,False,,
32e3e6c6f84c211c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.023,2232,0.8866,4.989179,3.569815,3.164867,65.9,65.9,2400027136,2400017408,396,False,,
1f19a8bb82916c1e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 256, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,3502,0.5647,4.484988,3.065624,1.73121,64.8,65.9,2400023808,2400027136,417,False,,
5d788137f50eda55,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,3932,0.503,5.159272,3.739908,1.88136,65.3,65.9,2400020480,2400020480,425,False,,
c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 16, 4, 6300]]",2.023,2490,0.7952,4.811157,3.391793,2.697113,64.8,65.9,2400023808,2400033792,400,False,,
