config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
737abb0106288822,Concat,"{""class"": ""Concat""}",list,"[[1, 128, 15, 20], [1, 256, 15, 20]]",2.022,27131,0.0729,4.200879,2.729514,0.199026,64.2,63.1,2400017408,2400027136,446,False,,
593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 30, 40]]",2.024,767,2.5832,4.500152,3.028787,7.823905,63.1,66.4,2400017408,2400027136,363,False,,
9e4de22a76a0b361,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",2.022,2539,0.7797,6.290487,4.819122,3.757348,65.3,65.9,2400023808,2400033792,408,False,,
6a1d500e1827091d,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",2.023,2461,0.804,6.023795,4.55243,3.660349,66.4,66.4,2400017408,2400027136,380,False,,
15a5a87053111448,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 60, 80]]",2.024,471,4.2083,5.260956,3.789591,15.947885,65.9,67.0,2400020480,2400023808,333,False,,
4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",2.022,740,2.6736,4.034727,2.563362,6.853325,64.8,64.8,2400023808,2400023808,361,False,,
e738866af6faefef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.024,907,2.1839,5.670797,4.199432,9.17108,64.8,67.0,2400033792,2400033792,360,False,,
cb3f2f7786092fa1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.022,1356,1.4602,6.228518,4.757153,6.946428,68.1,67.0,2400020480,2400033792,371,False,,
28f8a71deb45c071,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 64, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.027,982,2.0145,4.44052,2.969155,5.981485,67.0,67.0,2400030464,2400033792,380,False,,
cc8ea5a806e2feb0,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",2.025,794,2.496,4.070704,2.599339,6.487956,65.3,65.3,2400027136,2400020480,364,False,,
bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.026,6231,0.3173,4.659626,3.188261,1.011611,65.9,64.8,2400027136,2400030464,443,False,,
a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",2.023,5621,0.3523,4.859834,3.388469,1.193646,64.8,65.9,2400020480,2400023808,449,False,,
32e3e6c6f84c211c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",2.023,2259,0.8765,5.245221,3.773855,3.307893,65.9,65.9,2400033792,2400033792,401,False,,
1f19a8bb82916c1e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 256, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,3604,0.5487,4.511248,3.039883,1.668018,65.3,66.4,2400033792,2400023808,428,False,,
5d788137f50eda55,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",2.023,4065,0.4866,5.139748,3.668383,1.784922,64.8,65.9,2400023808,2400033792,428,False,,
c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 16, 4, 6300]]",2.023,2563,0.772,5.066955,3.59559,2.775625,65.3,67.5,2400030464,2400023808,394,False,,
