path,config_id,class,config_json,leaf,params,macs,input_kind,input_shapes,out_shapes,count,lat_mean_ms,lat_median_ms,lat_std_ms
model.2.m.0.cv2.conv,ffc6121a7de1ac0e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 8, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,22118400,tensor,"[[1, 8, 120, 160]]","[[1, 16, 120, 160]]",5,3.0494,2.826,0.7396
model.3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",5,8.7504,8.6207,1.0095
model.3.conv,d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",True,36864,176947200,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",5,8.1536,8.0053,0.9824
model.4,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,26080,,tensor,"[[1, 64, 60, 80]]","[[1, 128, 60, 80]]",5,15.429,15.6384,1.1096
model.4.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",5,3.5085,3.3317,0.4753
model.4.cv1.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,19660800,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",5,2.9346,2.7692,0.4781
model.4.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,12544,,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",5,7.3211,7.2822,0.5346
model.4.cv2.conv,74724123eebe9ad5,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,12288,58982400,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",5,6.2947,6.2266,0.5233
model.4.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,9312,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",5,3.8195,3.916,0.5004
model.4.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4640,,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",5,1.6757,1.4508,0.4813
model.4.m.0.cv1.conv,04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",5,1.4698,1.269,0.4904
model.4.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4672,,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",5,1.8069,1.5797,0.4706
model.4.m.0.cv2.conv,58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",5,1.4895,1.2599,0.4714
model.5,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,147712,,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",5,5.7927,5.8072,0.2539
model.5.conv,4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",True,147456,176947200,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",5,5.4952,5.5032,0.2553
model.6,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,87040,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",5,10.1176,10.113,0.3514
model.6.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",5,1.5974,1.5653,0.0713
model.6.cv1.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,19660800,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",5,1.305,1.2843,0.0612
model.6.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",5,2.281,2.3936,0.2772
model.6.cv2.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",5,1.8609,1.6337,0.2905
model.6.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,45568,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",5,5.93,5.8349,0.5354
model.6.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",5,0.7535,0.7337,0.0263
model.6.m.0.cv1.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",5,0.5892,0.5916,0.0074
model.6.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",5,0.5689,0.5499,0.0371
model.6.m.0.cv2.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",5,0.4412,0.4264,0.029
model.6.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",5,1.0683,0.6969,0.4772
model.6.m.0.cv3.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,4915200,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",5,0.8966,0.5402,0.4624
model.6.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,37120,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,3.3993,3.4275,0.3015
model.6.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,2.0422,1.9551,0.279
model.6.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,1.1622,1.0458,0.3403
model.6.m.0.m.0.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.901,0.7971,0.3092
model.6.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.8041,0.7751,0.1507
model.6.m.0.m.0.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.6603,0.6188,0.1524
model.6.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,1.3202,1.3223,0.0711
model.6.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.6493,0.6531,0.0385
model.6.m.0.m.1.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.5243,0.5172,0.0348
model.6.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.6097,0.6072,0.0299
model.6.m.0.m.1.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",5,0.4825,0.4722,0.0234
model.7,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,295424,,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",5,3.6962,3.2616,0.6976
model.7.conv,9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",True,294912,88473600,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",5,3.4818,2.9784,0.7167
model.8,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,346112,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,10.9803,9.6654,2.7661
model.8.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,1.4265,1.1385,0.4423
model.8.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,1.2298,0.9136,0.447
model.8.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,98816,,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",5,2.1857,1.4631,1.2542
model.8.cv2.conv,a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,98304,29491200,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",5,1.7908,1.2432,1.0787
model.8.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,181248,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,6.8559,6.7014,1.1927
model.8.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",5,0.9504,0.6914,0.4159
model.8.m.0.cv1.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",5,0.8105,0.5578,0.4021
model.8.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",5,1.342,1.1393,0.5574
model.8.m.0.cv2.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",5,1.1978,0.9911,0.5581
model.8.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.2571,0.7336,1.0587
model.8.m.0.cv3.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.0177,0.578,0.8887
model.8.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,147968,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,3.115,2.9256,0.3172
model.8.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,1.696,1.6162,0.2158
model.8.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.9096,0.9124,0.0191
model.8.m.0.m.0.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.7708,0.7709,0.0187
model.8.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.7214,0.6348,0.1897
model.8.m.0.m.0.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.5272,0.5096,0.0693
model.8.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,1.3777,1.3226,0.1435
model.8.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.6713,0.5937,0.1216
model.8.m.0.m.1.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.547,0.4702,0.1159
model.8.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.6417,0.6602,0.043
model.8.m.0.m.1.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",5,0.4926,0.4653,0.0383
model.9,842196f9d110199d,SPPF,"{""class"": ""SPPF""}",False,164608,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,7.606,6.3967,1.9792
model.9.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33024,,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",5,1.3656,0.8671,0.6568
model.9.cv1.conv,1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",5,1.2062,0.7088,0.6589
model.9.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,131584,,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",5,2.1803,1.9552,0.4494
model.9.cv2.conv,c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,131072,39321600,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",5,1.9494,1.674,0.4659
model.9.m,c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,0.9727,0.7245,0.486
model.10,98b0d46b695d1d4c,C2PSA,"{""class"": ""C2PSA""}",False,249728,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,10.9334,9.4703,2.7585
model.10.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,1.2017,1.2038,0.0489
model.10.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,1.0113,1.0189,0.0467
model.10.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,1.1697,1.0665,0.2462
model.10.cv2.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,0.9779,0.8727,0.2207
model.10.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,8.3504,6.9795,2.7296
model.10.m.0,bef7bcad3cc2e8ea,PSABlock,"{""class"": ""PSABlock""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,8.3287,6.9568,2.7295
model.10.m.0.attn,1329798c563eece5,Attention,"{""class"": ""Attention""}",False,51328,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,6.1704,4.6171,2.8948
model.10.m.0.attn.qkv,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",5,0.9933,0.7873,0.3422
model.10.m.0.attn.qkv.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",5,0.9429,0.7378,0.3414
model.10.m.0.attn.qkv.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",5,0.0045,0.0046,0.0002
model.10.m.0.attn.proj,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.2695,0.7534,1.1294
model.10.m.0.attn.proj.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.2188,0.7073,1.1269
model.10.m.0.attn.proj.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,0.0052,0.0047,0.0015
model.10.m.0.attn.pe,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,1408,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.1877,0.623,1.056
model.10.m.0.attn.pe.conv,d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,345600,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.128,0.5667,1.0517
model.10.m.0.attn.pe.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,0.0045,0.0044,0.0003
model.10.m.0.ffn,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,66304,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",5,1.9912,2.1286,0.3956
model.10.m.0.ffn.0,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",5,1.0369,0.8963,0.2189
model.10.m.0.ffn.0.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",5,0.8449,0.7313,0.203
