path,config_id,class,config_json,leaf,params,macs,input_kind,input_shapes,out_shapes,count,lat_mean_ms,lat_median_ms,lat_std_ms
model.2.m.0.cv2.conv,ffc6121a7de1ac0e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 8, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,22118400,tensor,"[[1, 8, 120, 160]]","[[1, 16, 120, 160]]",29,2.8345,2.8426,0.5147
model.3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",29,9.2502,9.1428,0.985
model.3.conv,d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",True,36864,176947200,tensor,"[[1, 64, 120, 160]]","[[1, 64, 60, 80]]",29,8.5373,8.1525,1.0228
model.4,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,26080,,tensor,"[[1, 64, 60, 80]]","[[1, 128, 60, 80]]",29,15.2786,14.5424,1.9775
model.4.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",29,3.3994,3.29,0.4347
model.4.cv1.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,19660800,tensor,"[[1, 64, 60, 80]]","[[1, 64, 60, 80]]",29,2.7755,2.6239,0.414
model.4.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,12544,,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",29,7.2189,7.0971,0.5897
model.4.cv2.conv,74724123eebe9ad5,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,12288,58982400,tensor,"[[1, 96, 60, 80]]","[[1, 128, 60, 80]]",29,6.0802,5.9483,0.5516
model.4.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,9312,,tensor,"[[1, 32, 60, 80]]","[[1, 32, 60, 80]]",29,3.9669,3.6,1.433
model.4.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4640,,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",29,1.8119,1.4802,0.6172
model.4.m.0.cv1.conv,04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 32, 60, 80]]","[[1, 16, 60, 80]]",29,1.5706,1.2931,0.5553
model.4.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4672,,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",29,1.8808,1.5822,0.9042
model.4.m.0.cv2.conv,58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,4608,22118400,tensor,"[[1, 16, 60, 80]]","[[1, 32, 60, 80]]",29,1.5269,1.2655,0.7445
model.5,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,147712,,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",29,5.9563,5.8509,0.3112
model.5.conv,4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",True,147456,176947200,tensor,"[[1, 128, 60, 80]]","[[1, 128, 30, 40]]",29,5.6283,5.5289,0.3052
model.6,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,87040,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",29,10.618,10.5054,0.3891
model.6.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",29,1.6398,1.6117,0.1322
model.6.cv1.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,19660800,tensor,"[[1, 128, 30, 40]]","[[1, 128, 30, 40]]",29,1.3213,1.3033,0.0495
model.6.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,24832,,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",29,2.4239,2.5499,0.3775
model.6.cv2.conv,f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,24576,29491200,tensor,"[[1, 192, 30, 40]]","[[1, 128, 30, 40]]",29,2.1072,2.2276,0.3736
model.6.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,45568,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",29,6.1179,5.8919,0.5668
model.6.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",29,0.8678,0.7918,0.193
model.6.m.0.cv1.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",29,0.7068,0.6379,0.187
model.6.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,2112,,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",29,0.6682,0.6134,0.1714
model.6.m.0.cv2.conv,4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",True,2048,2457600,tensor,"[[1, 64, 30, 40]]","[[1, 32, 30, 40]]",29,0.4958,0.4804,0.0585
model.6.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,4224,,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",29,0.8913,0.7379,0.3323
model.6.m.0.cv3.conv,8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,4096,4915200,tensor,"[[1, 64, 30, 40]]","[[1, 64, 30, 40]]",29,0.6771,0.5539,0.296
model.6.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,37120,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,3.5046,3.5697,0.3747
model.6.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,2.0992,2.1647,0.3583
model.6.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,1.1079,0.9527,0.3921
model.6.m.0.m.0.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.8801,0.7325,0.3482
model.6.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.9141,0.7591,0.2773
model.6.m.0.m.0.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.7706,0.6249,0.2671
model.6.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,18560,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,1.3663,1.3564,0.0984
model.6.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.6886,0.6733,0.0866
model.6.m.0.m.1.cv1.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.5553,0.5401,0.0833
model.6.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,9280,,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.6151,0.6077,0.0243
model.6.m.0.m.1.cv2.conv,bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",True,9216,11059200,tensor,"[[1, 32, 30, 40]]","[[1, 32, 30, 40]]",29,0.4918,0.4868,0.0224
model.7,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,295424,,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",29,3.5257,3.4438,0.632
model.7.conv,9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",True,294912,88473600,tensor,"[[1, 128, 30, 40]]","[[1, 256, 15, 20]]",29,3.3128,3.2431,0.6139
model.8,1feff90f3b9ccccf,C3k2,"{""class"": ""C3k2""}",False,346112,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,10.0125,8.9977,3.7642
model.8.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.3431,1.1728,0.3244
model.8.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.1268,0.956,0.3015
model.8.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,98816,,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",29,1.8495,1.4767,0.9756
model.8.cv2.conv,a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,98304,29491200,tensor,"[[1, 384, 15, 20]]","[[1, 256, 15, 20]]",29,1.5946,1.2808,0.9003
model.8.m.0,e371addf8e0cb08a,C3k,"{""class"": ""C3k""}",False,181248,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,6.4876,5.7737,2.6954
model.8.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",29,0.7432,0.6111,0.3827
model.8.m.0.cv1.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",29,0.5951,0.478,0.3736
model.8.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,8320,,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",29,0.9745,0.8089,0.2827
model.8.m.0.cv2.conv,00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",True,8192,2457600,tensor,"[[1, 128, 15, 20]]","[[1, 64, 15, 20]]",29,0.8276,0.6606,0.275
model.8.m.0.cv3,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,1.0096,0.7025,1.2635
model.8.m.0.cv3.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.7931,0.5635,0.9899
model.8.m.0.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,147968,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,3.6105,3.4101,1.2945
model.8.m.0.m.0,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,1.9247,1.827,0.475
model.8.m.0.m.0.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,1.0049,0.9381,0.2154
model.8.m.0.m.0.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.8589,0.801,0.2067
model.8.m.0.m.0.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.8239,0.7204,0.3045
model.8.m.0.m.0.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.6775,0.5609,0.2977
model.8.m.0.m.1,ae4ed55649189a64,Bottleneck,"{""class"": ""Bottleneck""}",False,73984,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,1.6509,1.3867,1.1195
model.8.m.0.m.1.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.7057,0.6243,0.1651
model.8.m.0.m.1.cv1.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.5706,0.5018,0.1555
model.8.m.0.m.1.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,36992,,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.8655,0.6394,1.0616
model.8.m.0.m.1.cv2.conv,7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",True,36864,11059200,tensor,"[[1, 64, 15, 20]]","[[1, 64, 15, 20]]",29,0.714,0.4852,1.0527
model.9,842196f9d110199d,SPPF,"{""class"": ""SPPF""}",False,164608,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,7.1451,6.5413,2.0386
model.9.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33024,,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",29,1.0056,0.8973,0.5591
model.9.cv1.conv,1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 256, 15, 20]]","[[1, 128, 15, 20]]",29,0.8417,0.7301,0.5104
model.9.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,131584,,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",29,2.5113,2.0374,1.0203
model.9.cv2.conv,c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,131072,39321600,tensor,"[[1, 512, 15, 20]]","[[1, 256, 15, 20]]",29,2.2144,1.7607,0.9268
model.9.m,c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.8946,0.7309,0.3237
model.10,98b0d46b695d1d4c,C2PSA,"{""class"": ""C2PSA""}",False,249728,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,11.5951,10.2611,6.2971
model.10.cv1,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.5977,1.2448,0.6994
model.10.cv1.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.3083,1.0528,0.5339
model.10.cv2,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,66048,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.552,1.1744,0.9663
model.10.cv2.conv,850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,65536,19660800,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,1.2481,0.9502,0.8078
model.10.m,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,8.1736,6.6888,5.0518
model.10.m.0,bef7bcad3cc2e8ea,PSABlock,"{""class"": ""PSABlock""}",False,117632,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,8.1502,6.6669,5.0511
model.10.m.0.attn,1329798c563eece5,Attention,"{""class"": ""Attention""}",False,51328,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,5.5293,4.5922,3.401
model.10.m.0.attn.qkv,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",29,0.9159,0.7894,0.2845
model.10.m.0.attn.qkv.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",29,0.8618,0.7402,0.2754
model.10.m.0.attn.qkv.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 256, 15, 20]]","[[1, 256, 15, 20]]",29,0.005,0.0047,0.0011
model.10.m.0.attn.proj,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,16640,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.8702,0.6226,0.6613
model.10.m.0.attn.proj.conv,347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",True,16384,4915200,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.8212,0.5785,0.6465
model.10.m.0.attn.proj.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.0044,0.0041,0.0009
model.10.m.0.attn.pe,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,1408,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,1.0163,0.7536,0.6709
model.10.m.0.attn.pe.conv,d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",True,1152,345600,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.9522,0.6979,0.6587
model.10.m.0.attn.pe.act,6349974901edc3ae,Identity,"{""class"": ""Identity""}",True,0,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,0.0049,0.0045,0.0013
model.10.m.0.ffn,2b0e95bfcbd5c89c,Sequential,"{""class"": ""Sequential""}",False,66304,,tensor,"[[1, 128, 15, 20]]","[[1, 128, 15, 20]]",29,2.3351,1.6276,1.6807
model.10.m.0.ffn.0,badac5f330c0bb8c,Conv,"{""class"": ""Conv""}",False,33280,,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",29,1.3854,0.8923,1.0441
model.10.m.0.ffn.0.conv,5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",True,32768,9830400,tensor,"[[1, 128, 15, 20]]","[[1, 256, 15, 20]]",29,1.1201,0.6903,0.9046
