config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
4b4c3f50477a05c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",3.022,1627,1.8316,4.900241,3.437922,6.29702,65.3,65.9,2400017408,2400033792,538,False,,
347e13f415663a02,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",3.025,6220,0.4791,4.929526,3.467207,1.661238,66.4,65.9,2400033792,2400027136,646,False,,
f89ca271fc1e6775,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 192, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 192, 30, 40]]",3.023,2030,1.4685,5.343002,3.880683,5.69892,65.3,67.5,2400020480,2400020480,581,False,,
4dcd5e71e363bf00,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",3.022,6928,0.4301,4.740149,3.27783,1.409918,67.0,65.9,2400023808,2400027136,657,False,,
bca6aebd671901f9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",3.022,5340,0.558,5.580632,4.118313,2.298175,65.3,68.6,2400030464,2400037120,636,False,,
9ae5ec4ddbebd1a6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 128, 30, 40]]",3.023,1019,2.9244,6.797966,5.335647,15.603324,68.1,68.6,2400020480,2400020480,517,False,,
850cd8751e07b4ce,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",3.023,3295,0.9046,5.379681,3.917362,3.543728,67.0,67.5,2400023808,2400027136,583,False,,
a5afdd11be223ff4,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 15, 20]]",3.024,2360,1.2634,5.977251,4.514932,5.703943,68.1,68.1,2400033792,2400023808,577,False,,
00b2e6a5f34b1125,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",3.023,8102,0.3678,4.680849,3.218529,1.183855,67.0,67.5,2400017408,2400017408,656,False,,
7123a330f783f287,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",3.023,6044,0.493,5.783158,4.320838,2.130336,66.4,67.0,2400027136,2400020480,633,False,,
1712e7d5e9da8bf3,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",3.023,4552,0.6541,5.604709,4.14239,2.709428,67.0,68.1,2400033792,2400023808,626,False,,
c9903d10288673c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 512, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 512, 15, 20]]",3.025,1685,1.7692,5.932847,4.470527,7.909047,66.4,69.2,2400030464,2400020480,550,False,,
c835d8233841ec8c,MaxPool2d,"{""class"": ""MaxPool2d"", ""dilation"": 1, ""kernel_size"": 5, ""padding"": 2, ""stride"": 1}",tensor,"[[1, 128, 15, 20]]",3.023,4778,0.6231,4.777031,3.314711,2.065535,68.1,67.5,2400033792,2400027136,741,False,,
5eff6a3a74c95823,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 256, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 15, 20]]",3.024,4534,0.6569,5.032188,3.569869,2.344976,66.4,67.5,2400017408,2400033792,607,False,,
6349974901edc3ae,Identity,"{""class"": ""Identity""}",tensor,"[[1, 128, 15, 20]]",3.023,760029,0.0039,2.854981,1.392661,0.005456,67.5,61.5,2400033792,2400027136,86,False,,
d8b623f69d3ca6d9,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 128, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 128, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",3.025,2951,1.0089,4.62052,3.158201,3.186223,62.0,66.4,2400023808,2400020480,611,False,,
558011dc253c52df,Upsample,"{""class"": ""Upsample""}",tensor,"[[1, 128, 30, 40]]",3.023,10224,0.2912,5.090019,3.627699,1.056274,64.2,66.4,2400033792,2400027136,567,False,,
737abb0106288822,Concat,"{""class"": ""Concat""}",list,"[[1, 128, 15, 20], [1, 256, 15, 20]]",3.023,40727,0.0731,4.266899,2.80458,0.205075,65.3,65.3,2400033792,2400020480,672,False,,
593fe36f63e08017,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 384, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 384, 30, 40]]",3.024,1147,2.5984,4.420793,2.958474,7.687202,65.9,68.1,2400033792,2400027136,530,False,,
9e4de22a76a0b361,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 30, 40]]",3.024,3821,0.7794,6.485388,5.023069,3.914915,67.5,68.6,2400023808,2400030464,614,False,,
6a1d500e1827091d,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 30, 40]]",3.024,3471,0.8584,5.210768,3.748448,3.217831,67.0,68.1,2400027136,2400023808,561,False,,
15a5a87053111448,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 60, 80]]",3.025,710,4.1949,5.381606,3.919287,16.440927,68.1,67.5,2400017408,2400020480,490,False,,
4bbc089f08e24d13,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",3.025,1091,2.7319,4.073983,2.611663,7.134779,66.4,67.0,2400023808,2400023808,550,False,,
e738866af6faefef,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",3.024,1376,2.166,5.592704,4.130385,8.946363,65.9,69.7,2400023808,2400030464,544,False,,
cb3f2f7786092fa1,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",3.024,2051,1.4528,6.152706,4.690386,6.81408,68.6,69.2,2400027136,2400020480,562,False,,
28f8a71deb45c071,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 64, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",3.025,1467,2.0313,4.481031,3.018711,6.132023,67.0,66.4,2400030464,2400020480,573,False,,
cc8ea5a806e2feb0,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 60, 80]]",3.026,1199,2.4865,4.122238,2.659919,6.613829,65.9,67.5,2400017408,2400027136,551,False,,
bad3a9a20ad05df8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 80, ""in_channels"": 80, ""kernel_size"": [3, 3], ""out_channels"": 80, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",3.024,9264,0.3217,4.642669,3.18035,1.023033,65.3,67.0,2400023808,2400017408,667,False,,
a5f3b7a368f1fd18,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 80, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 80, 15, 20]]",3.025,8307,0.3588,4.879752,3.417432,1.226111,66.4,67.5,2400027136,2400030464,661,False,,
32e3e6c6f84c211c,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 128, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 128, 30, 40]]",3.025,3472,0.8578,4.956198,3.493879,2.997178,67.0,66.4,2400023808,2400037120,563,False,,
1f19a8bb82916c1e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 256, ""in_channels"": 256, ""kernel_size"": [3, 3], ""out_channels"": 256, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",3.024,5544,0.5376,4.52979,3.067471,1.648927,66.4,67.0,2400020480,2400027136,639,False,,
5d788137f50eda55,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 256, ""kernel_size"": [1, 1], ""out_channels"": 80, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 256, 15, 20]]",3.025,6003,0.4965,5.346811,3.884492,1.928736,65.9,67.5,2400030464,2400030464,635,False,,
c8d53189cd2396c8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [1, 1], ""out_channels"": 1, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 16, 4, 6300]]",3.025,3781,0.7876,4.855185,3.392865,2.672306,67.0,68.1,2400020480,2400017408,607,False,,
